,application_number,sponsor_name,active_ingredient,brand_name,submission_type,submission_number,submission_status,submission_status_date,review_priority,submission_class_code,submission_class_code_description
214642,NDA009829,VALEANT PHARMS LLC,PYRIDOSTIGMINE BROMIDE,MESTINON,ORIG,1,AP,19550406,STANDARD,TYPE 1,Type 1 - New Molecular Entity
214699,NDA021060,JAZZ PHARMS INTL,ZICONOTIDE ACETATE,PRIALT,ORIG,1,AP,20041228,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
214745,NDA021107,SEBELA IRELAND LTD,ALOSETRON HYDROCHLORIDE,LOTRONEX,ORIG,1,AP,20000209,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
214857,NDA021187,ORGANON USA INC,ETONOGESTREL,NUVARING,ORIG,1,AP,20011003,STANDARD,TYPE 1,Type 1 - New Molecular Entity
215030,NDA021222,VANSEN PHARMA,CEFDITOREN PIVOXIL,SPECTRACEF,ORIG,1,AP,20010829,STANDARD,TYPE 1,Type 1 - New Molecular Entity
215086,NDA021226,ABBVIE,LOPINAVIR,KALETRA,ORIG,1,AP,20000915,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
215137,NDA021248,CEPHALON,ARSENIC TRIOXIDE,TRISENOX,ORIG,1,AP,20000925,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
215205,NDA021264,US WORLDMEDS,APOMORPHINE HYDROCHLORIDE,APOKYN,ORIG,1,AP,20040420,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
215261,NDA021272,UNITED THERAP,TREPROSTINIL,REMODULIN,ORIG,1,AP,20020521,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
215391,NDA021335,NOVARTIS,IMATINIB MESYLATE,GLEEVEC,ORIG,1,AP,20010510,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
215776,NDA021411,LILLY,ATOMOXETINE HYDROCHLORIDE,STRATTERA,ORIG,1,AP,20021126,STANDARD,TYPE 1,Type 1 - New Molecular Entity
216065,NDA021431,FOREST LABS,ACAMPROSATE CALCIUM,CAMPRAL,ORIG,1,AP,20040729,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
216222,NDA010349,BAXTER HLTHCARE CORP,PROMAZINE HYDROCHLORIDE,SPARINE,ORIG,1,AP,19560413,STANDARD,TYPE 1,Type 1 - New Molecular Entity
216242,NDA021487,FOREST LABS LLC,MEMANTINE HYDROCHLORIDE,NAMENDA,ORIG,1,AP,20031016,STANDARD,TYPE 1,Type 1 - New Molecular Entity
216295,NDA021526,GILEAD,RANOLAZINE,RANEXA,ORIG,1,AP,20060127,STANDARD,TYPE 1,Type 1 - New Molecular Entity
216373,NDA021629,SANOFI AVENTIS US,INSULIN GLULISINE RECOMBINANT,APIDRA SOLOSTAR,ORIG,1,AP,20040416,STANDARD,TYPE 1,Type 1 - New Molecular Entity
216805,NDA010554,PFIZER,HYDROCORTAMATE HYDROCHLORIDE,MAGNACORT,ORIG,1,AP,19561015,STANDARD,TYPE 1,Type 1 - New Molecular Entity
216810,NDA021742,FOREST LABS,NEBIVOLOL HYDROCHLORIDE,BYSTOLIC,ORIG,1,AP,20071217,STANDARD,TYPE 1,Type 1 - New Molecular Entity
216888,NDA021749,HAMELN PHARMA PLUS,PENTETATE CALCIUM TRISODIUM,PENTETATE CALCIUM TRISODIUM,ORIG,1,AP,20040811,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
216939,NDA021779,ACTELION PHARMS LTD,ILOPROST,VENTAVIS,ORIG,1,AP,20041229,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
217182,NDA021883,DURATA THERAPS INTL,DALBAVANCIN HYDROCHLORIDE,DALVANCE,ORIG,1,AP,20140523,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
217380,NDA022023,MERCK AND CO INC,FOSAPREPITANT DIMEGLUMINE,EMEND,ORIG,1,AP,20080125,STANDARD,TYPE 1,Type 1 - New Molecular Entity
217624,NDA022187,JANSSEN R AND D,ETRAVIRINE,INTELENCE,ORIG,1,AP,20080118,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
218067,NDA022363,KOWA CO,PITAVASTATIN CALCIUM,LIVALO,ORIG,1,AP,20090803,STANDARD,TYPE 1,Type 1 - New Molecular Entity
218107,NDA022383,SUNOVION PHARMS INC,INDACATEROL MALEATE,ARCAPTA NEOHALER,ORIG,1,AP,20110701,STANDARD,TYPE 1,Type 1 - New Molecular Entity
218111,NDA022408,PARAPRO LLC,SPINOSAD,NATROBA,ORIG,1,AP,20110118,STANDARD,TYPE 1,Type 1 - New Molecular Entity
218403,NDA022562,ORPHAN EUROPE,CARGLUMIC ACID,CARBAGLU,ORIG,1,AP,20100318,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
218409,NDA022575,SHIRE HUMAN GENETIC,VELAGLUCERASE ALFA,VPRIV,ORIG,1,AP,20100226,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
218443,NDA011340,PHARM RES ASSOC,TROLAMINE POLYPEPTIDE OLEATE CONDENSATE,CERUMENEX,ORIG,1,AP,19580625,STANDARD,TYPE 1,Type 1 - New Molecular Entity
218503,NDA011525,AKORN,INDOCYANINE GREEN,IC-GREEN,ORIG,1,AP,19590209,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
218532,NDA011641,PFIZER,CHLORPROPAMIDE,DIABINESE,ORIG,1,AP,19581028,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
218601,NDA011664,MERCK,DEXAMETHASONE,DECADRON,ORIG,1,AP,19581030,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
219936,NDA050554,BRISTOL,CEFORANIDE,PRECEF,ORIG,1,AP,19840524,STANDARD,TYPE 1,Type 1 - New Molecular Entity
219963,NDA011909,PARKE DAVIS,PHENELZINE SULFATE,NARDIL,ORIG,1,AP,19610609,STANDARD,TYPE 1,Type 1 - New Molecular Entity
220004,NDA050633,WYETH AYERST,CEFPIRAMIDE SODIUM,CEFPIRAMIDE SODIUM,ORIG,1,AP,19890131,STANDARD,TYPE 1,Type 1 - New Molecular Entity
220289,NDA050674,PHARMACIA AND UPJOHN,CEFPODOXIME PROXETIL,VANTIN,ORIG,1,AP,19920807,STANDARD,TYPE 1,Type 1 - New Molecular Entity
220316,NDA050678,LILLY RES LABS,DIRITHROMYCIN,DYNABAC,ORIG,1,AP,19950619,STANDARD,TYPE 1,Type 1 - New Molecular Entity
220322,NDA050708,ASTELLAS,TACROLIMUS,PROGRAF,ORIG,1,AP,19940408,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
220439,NDA050722,ROCHE PALO,MYCOPHENOLATE MOFETIL,CELLCEPT,ORIG,1,AP,19950503,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
220456,NDA050739,ABBVIE,CEFDINIR,OMNICEF,ORIG,1,AP,19971204,STANDARD,TYPE 1,Type 1 - New Molecular Entity
220479,NDA050794,CELGENE,AZACITIDINE,VIDAZA,ORIG,1,AP,20040519,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
220523,NDA012542,NOVARTIS,OXYPHENBUTAZONE,TANDEARIL,ORIG,1,AP,19601221,STANDARD,TYPE 1,Type 1 - New Molecular Entity
220926,NDA013731,GE HEALTHCARE,TYROPANOATE SODIUM,BILOPAQUE,ORIG,1,AP,19691024,STANDARD,TYPE 1,Type 1 - New Molecular Entity
220994,NDA015500,PHARMACIA AND UPJOHN,TOLAZAMIDE,TOLINASE,ORIG,1,AP,19660718,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
221038,NDA015539,ALPHARMA US PHARMS,OXAZEPAM,SERAX,ORIG,1,AP,19650604,STANDARD,TYPE 1,Type 1 - New Molecular Entity
221116,NDA016295,BRISTOL MYERS SQUIBB,HYDROXYUREA,DROXIA,ORIG,1,AP,19671207,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
221326,NDA016721,VALEANT PHARM INTL,FLURAZEPAM HYDROCHLORIDE,DALMANE,ORIG,1,AP,19700407,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
221523,NDA016769,ORTHO MCNEIL JANSSEN,FLAVOXATE HYDROCHLORIDE,URISPAS,ORIG,1,AP,19700115,STANDARD,TYPE 1,Type 1 - New Molecular Entity
221573,NDA016774,NOVARTIS,MESORIDAZINE BESYLATE,SERENTIL,ORIG,1,AP,19700227,STANDARD,TYPE 1,Type 1 - New Molecular Entity
222348,NDA017386,UCB INC,METOLAZONE,ZAROXOLYN,ORIG,1,AP,19731127,STANDARD,TYPE 1,Type 1 - New Molecular Entity
222501,NDA017525,ACTAVIS LABS UT INC,LOXAPINE SUCCINATE,LOXITANE,ORIG,1,AP,19750225,STANDARD,TYPE 1,Type 1 - New Molecular Entity
222743,NDA017533,ROCHE,CLONAZEPAM,KLONOPIN,ORIG,1,AP,19750604,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
223029,NDA017557,SANOFI AVENTIS US,DANAZOL,DANOCRINE,ORIG,1,AP,19760621,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
223288,NDA017594,WESTWOOD SQUIBB,CHLOROXINE,CAPITROL,ORIG,1,AP,19761019,STANDARD,TYPE 1,Type 1 - New Molecular Entity
223295,NDA017638,ABBOTT,PROTIRELIN,THYPINONE,ORIG,1,AP,19761105,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
223416,NDA017741,PHARMACIA AND UPJOHN,DIFLORASONE DIACETATE,FLORONE,ORIG,1,AP,19770914,STANDARD,TYPE 1,Type 1 - New Molecular Entity
223456,NDA017744,SEBELA IRELAND LTD,ATROPINE SULFATE,MOTOFEN HALF-STRENGTH,ORIG,1,AP,19780714,STANDARD,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
223478,NDA017744,SEBELA IRELAND LTD,DIFENOXIN HYDROCHLORIDE,MOTOFEN HALF-STRENGTH,ORIG,1,AP,19780714,STANDARD,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
223538,NDA017751,ASTRAZENECA,ETIDOCAINE HYDROCHLORIDE,DURANEST,ORIG,1,AP,19760830,STANDARD,TYPE 1,Type 1 - New Molecular Entity
223552,NDA017751,ASTRAZENECA,EPINEPHRINE,DURANEST,ORIG,1,AP,19760830,STANDARD,TYPE 1,Type 1 - New Molecular Entity
223748,NDA007517,KING PHARMS,METHIMAZOLE,TAPAZOLE,ORIG,1,AP,19500621,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
224134,NDA018257,ASTRAZENECA,TOCAINIDE HYDROCHLORIDE,TONOCARD,ORIG,1,AP,19841109,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
224258,NDA008032,GE HEALTHCARE,IOPANOIC ACID,TELEPAQUE,ORIG,1,AP,19510716,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
224365,NDA018343,PAR PHARM,CAPTOPRIL,CAPOTEN,ORIG,1,AP,19810406,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
226591,NDA008107,HOSPIRA,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM,ORIG,1,AP,19520620,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
226804,NDA018489,DRAXIMAGE,TECHNETIUM TC-99M LIDOFENIN KIT,TECHNESCAN HIDA,ORIG,1,AP,19861031,STANDARD,TYPE 1,Type 1 - New Molecular Entity
226850,NDA008303,NOVARTIS,HYDRALAZINE HYDROCHLORIDE,APRESOLINE,ORIG,1,AP,19530115,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
227076,NDA018613,TARO PHARMS NORTH,MALATHION,OVIDE,ORIG,1,AP,19820802,STANDARD,TYPE 1,Type 1 - New Molecular Entity
227809,NDA018651,ABBVIE,DRONABINOL,MARINOL,ORIG,1,AP,19850531,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
227982,NDA018831,HOSPIRA,ATRACURIUM BESYLATE,TRACRIUM PRESERVATIVE FREE,ORIG,1,AP,19831123,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
228137,BLA103411,SIGMA TAU,PEGASPARGASE,ONCASPAR,ORIG,1,AP,19940201,UNKNOWN,TYPE 1,Type 1 - New Molecular Entity
228155,BLA103770,MEDIMMUNE,PALIVIZUMAB,SYNAGIS,ORIG,1,AP,19980619,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
228173,BLA103846,ELAN PHARM,Botulinum Toxin Type B,MYOBLOC,ORIG,1,AP,20001208,STANDARD,TYPE 1,Type 1 - New Molecular Entity
228191,BLA103964,HOFFMAN-LA ROCHE,PEGINTERFERON ALFA-2A,PEGASYS,ORIG,1,AP,20021016,STANDARD,TYPE 1,Type 1 - New Molecular Entity
228264,BLA125019,SPECTRUM PHARMS,IBRITUMOMAB TIUXETAN,ZEVALIN,ORIG,1,AP,20020219,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
228274,BLA125151,SHIRE,IDURSULFASE,ELAPRASE,ORIG,1,AP,20060724,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
228277,BLA125249,REGENERON PHARMACEUTICALS,RILONACEPT,ARCALYST,ORIG,1,AP,20080227,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
228301,BLA125289,CENTOCOR ORTHO BIOTECH INC,GOLIMUMAB,SIMPONI,ORIG,1,AP,20090424,STANDARD,TYPE 1,Type 1 - New Molecular Entity
228312,BLA125294,SICOR BIOTECH,TBO-FILGRASTIM,GRANIX,ORIG,1,AP,20120829,STANDARD,TYPE 1,Type 1 - New Molecular Entity
228327,BLA125476,TAKEDA PHARMS USA,VEDOLIZUMAB,ENTYVIO,ORIG,1,AP,20140520,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
228332,BLA125511,NPS PHARMS INC,PARATHYROID HORMONE,NATPARA,ORIG,1,AP,20150123,STANDARD,TYPE 1,Type 1 - New Molecular Entity
228361,BLA125514,MERCK SHARP DOHME,PEMBROLIZUMAB,KEYTRUDA,ORIG,1,AP,20140904,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
228425,BLA125557,AMGEN,BLINATUMOMAB,BLINCYTO,ORIG,1,AP,20141203,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
228840,NDA201699,CUBIST PHARMS LLC,FIDAXOMICIN,DIFICID,ORIG,1,AP,20110527,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
228985,NDA018998,VALEANT PHARMS NORTH,ENALAPRIL MALEATE,VASOTEC,ORIG,1,AP,19851224,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
229349,NDA202570,PF PRISM CV,CRIZOTINIB,XALKORI,ORIG,1,AP,20110826,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
229417,NDA019032,PROMIUS PHARMA,GUANFACINE HYDROCHLORIDE,TENEX,ORIG,1,AP,19861027,STANDARD,TYPE 1,Type 1 - New Molecular Entity
229715,NDA203108,BOEHRINGER INGELHEIM,OLODATEROL HYDROCHLORIDE,STRIVERDI RESPIMAT,ORIG,1,AP,20140731,STANDARD,TYPE 1,Type 1 - New Molecular Entity
229994,NDA019204,ABBVIE,CARTEOLOL HYDROCHLORIDE,CARTROL,ORIG,1,AP,19881228,STANDARD,TYPE 1,Type 1 - New Molecular Entity
230028,NDA204063,BIOGEN IDEC INC,DIMETHYL FUMARATE,TECFIDERA,ORIG,1,AP,20130327,STANDARD,TYPE 1,Type 1 - New Molecular Entity
230078,NDA019280,PHARMACIA AND UPJOHN,TRANEXAMIC ACID,CYKLOKAPRON,ORIG,1,AP,19861230,STANDARD,TYPE 1,Type 1 - New Molecular Entity
230089,NDA019304,ABBVIE,FENOFIBRATE,TRICOR (MICRONIZED),ORIG,1,AP,19931231,STANDARD,TYPE 1,Type 1 - New Molecular Entity
230147,NDA019322,FOUGERA PHARMS,CLOBETASOL PROPIONATE,TEMOVATE,ORIG,1,AP,19851227,STANDARD,TYPE 1,Type 1 - New Molecular Entity
230167,NDA204447,TAKEDA PHARMS USA,VORTIOXETINE HYDROBROMIDE,TRINTELLIX,ORIG,1,AP,20130930,STANDARD,TYPE 1,Type 1 - New Molecular Entity
230282,NDA204677,PIRAMAL IMAGING,FLORBETABEN F-18,NEURACEQ,ORIG,1,AP,20140319,STANDARD,TYPE 1,Type 1 - New Molecular Entity
230298,NDA019369,ROCHE,ETRETINATE,TEGISON,ORIG,1,AP,19860930,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
230323,NDA204790,VIIV HLTHCARE,DOLUTEGRAVIR SODIUM,TIVICAY,ORIG,1,AP,20130812,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
230416,NDA019384,MERCK,NORFLOXACIN,NOROXIN,ORIG,1,AP,19861031,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
230424,NDA204886,ARALEZ PHARMS,VORAPAXAR SULFATE,ZONTIVITY,ORIG,1,AP,20140508,STANDARD,TYPE 1,Type 1 - New Molecular Entity
230460,NDA019436,SANOFI AVENTIS US,MILRINONE LACTATE,PRIMACOR,ORIG,1,AP,19871231,STANDARD,TYPE 1,Type 1 - New Molecular Entity
230476,NDA205494,GENZYME CORP,ELIGLUSTAT TARTRATE,CERDELGA,ORIG,1,AP,20140819,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
230562,NDA205598,NOVO,MACIMORELIN ACETATE,MACRILEN,ORIG,1,AP,20171220,STANDARD,TYPE 1,Type 1 - New Molecular Entity
230767,NDA205858,GILEAD SCIENCES INC,IDELALISIB,ZYDELIG,ORIG,1,AP,20140723,STANDARD,TYPE 1,Type 1 - New Molecular Entity
230815,NDA206334,THE MEDICINES CO,ORITAVANCIN DIPHOSPHATE,ORBACTIV,ORIG,1,AP,20140806,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
230854,NDA019579,JANSSEN PHARMS,TERCONAZOLE,TERAZOL 7,ORIG,1,AP,19871231,STANDARD,TYPE 1,Type 1 - New Molecular Entity
230894,NDA019616,SANOFI AVENTIS US,ENOXACIN,PENETREX,ORIG,1,AP,19911231,STANDARD,TYPE 1,Type 1 - New Molecular Entity
235165,NDA207533,ALKERMES INC,ARIPIPRAZOLE LAUROXIL,ARISTADA,ORIG,1,AP,20151005,STANDARD,TYPE 1,Type 1 - New Molecular Entity
235210,NDA019661,ROCHE PALO,GANCICLOVIR SODIUM,CYTOVENE,ORIG,1,AP,19890623,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
235227,NDA207695,ANACOR PHARMS INC,CRISABOROLE,EUCRISA,ORIG,1,AP,20161214,STANDARD,TYPE 1,Type 1 - New Molecular Entity
236124,NDA208462,MILLENNIUM PHARMS,IXAZOMIB CITRATE,NINLARO,ORIG,1,AP,20151120,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
236154,NDA208745,SALIX,PLECANATIDE,TRULANCE,ORIG,1,AP,20170119,STANDARD,TYPE 1,Type 1 - New Molecular Entity
236160,NDA019834,ASTRAZENECA,FELODIPINE,PLENDIL,ORIG,1,AP,19910725,STANDARD,TYPE 1,Type 1 - New Molecular Entity
236223,NDA209363,LUPIN,SECNIDAZOLE,SOLOSEC,ORIG,1,AP,20170915,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
236225,NDA209394,ABBVIE INC,GLECAPREVIR,MAVYRET,ORIG,1,AP,20170803,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
236232,NDA209394,ABBVIE INC,PIBRENTASVIR,MAVYRET,ORIG,1,AP,20170803,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
236256,NDA019851,US PHARMS HOLDINGS I,BENAZEPRIL HYDROCHLORIDE,LOTENSIN,ORIG,1,AP,19910625,STANDARD,TYPE 1,Type 1 - New Molecular Entity
236422,NDA209510,ACACIA,AMISULPRIDE,BARHEMSYS,ORIG,1,AP,20200226,STANDARD,TYPE 1,Type 1 - New Molecular Entity
236452,NDA209776,REMPEX,VABORBACTAM,VABOMERE,ORIG,1,AP,20170829,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
236481,NDA209939,MERCK SHARP DOHME,LETERMOVIR,PREVYMIS,ORIG,1,AP,20171108,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
236540,NDA210259,ASTRAZENECA,ACALABRUTINIB,CALQUENCE,ORIG,1,AP,20171031,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
236574,NDA019937,ASTELLAS,ADENOSINE,ADENOCARD,ORIG,1,AP,19891030,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
236592,NDA210589,FRESENIUS KABI USA,FISH OIL TRIGLYCERIDES,OMEGAVEN,ORIG,1,AP,20180727,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
236596,NDA210828,UIHC PET IMAGING,GALLIUM GA-68 DOTATOC,GALLIUM GA 68 DOTATOC,ORIG,1,AP,20190821,STANDARD,TYPE 1,Type 1 - New Molecular Entity
236638,NDA019979,ROCHE PALO,TICLOPIDINE HYDROCHLORIDE,TICLID,ORIG,1,AP,19911031,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
236756,NDA211109,TETRAPHASE PHARMS,ERAVACYCLINE DIHYDROCHLORIDE,XERAVA,ORIG,1,AP,20180827,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
236842,NDA020031,APOTEX TECHNOLOGIES,PAROXETINE HYDROCHLORIDE,PAXIL,ORIG,1,AP,19921229,STANDARD,TYPE 1,Type 1 - New Molecular Entity
237111,NDA020032,ABBVIE,BERACTANT,SURVANTA,ORIG,1,AP,19910701,STANDARD,TYPE 1,Type 1 - New Molecular Entity
237240,NDA009193,MERCK,BENZTROPINE MESYLATE,COGENTIN,ORIG,1,AP,19540305,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
237302,NDA020114,MEDA PHARMS,AZELASTINE HYDROCHLORIDE,ASTELIN,ORIG,1,AP,19961101,STANDARD,TYPE 1,Type 1 - New Molecular Entity
237310,NDA020122,HOSPIRA INC,PENTOSTATIN,NIPENT,ORIG,1,AP,19911011,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
237326,NDA212801,RECORDATI RARE,OSILODROSTAT PHOSPHATE,ISTURISA,ORIG,1,AP,20200306,STANDARD,TYPE 1,Type 1 - New Molecular Entity
237329,NDA212862,MYLAN IRELAND LTD,PRETOMANID,PRETOMANID,ORIG,1,AP,20190814,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
237399,NDA020152,BRISTOL MYERS SQUIBB,NEFAZODONE HYDROCHLORIDE,SERZONE,ORIG,1,AP,19941222,STANDARD,TYPE 1,Type 1 - New Molecular Entity
238031,NDA020219,NOVARTIS,LEVOCABASTINE HYDROCHLORIDE,LIVOSTIN,ORIG,1,AP,19931110,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
238066,NDA020220,BAYER HLTHCARE,IOPROMIDE,ULTRAVIST 150,ORIG,1,AP,19950510,STANDARD,TYPE 1,Type 1 - New Molecular Entity
238414,NDA020239,ROCHE,GRANISETRON HYDROCHLORIDE,KYTRIL,ORIG,1,AP,19931229,STANDARD,TYPE 1,Type 1 - New Molecular Entity
238509,NDA020281,JANSSEN PHARMS,TRAMADOL HYDROCHLORIDE,ULTRAM,ORIG,1,AP,19950303,STANDARD,TYPE 1,Type 1 - New Molecular Entity
238561,NDA020287,PFIZER,DALTEPARIN SODIUM,FRAGMIN,ORIG,1,AP,19941222,STANDARD,TYPE 1,Type 1 - New Molecular Entity
239069,BLA761033,TEVA RESPIRATORY LLC,RESLIZUMAB,CINQAIR,ORIG,1,AP,20160323,STANDARD,TYPE 1,Type 1 - New Molecular Entity
239160,NDA020333,SHIRE LLC,ANAGRELIDE HYDROCHLORIDE,AGRYLIN,ORIG,1,AP,19970314,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
239281,NDA020410,AMAG PHARMS INC,FERUMOXSIL,GASTROMARK,ORIG,1,AP,19961206,STANDARD,TYPE 1,Type 1 - New Molecular Entity
239420,NDA020478,ABBVIE,SEVOFLURANE,ULTANE,ORIG,1,AP,19950607,STANDARD,TYPE 1,Type 1 - New Molecular Entity
239429,NDA020484,LEO PHARMA AS,TINZAPARIN SODIUM,INNOHEP,ORIG,1,AP,20000714,STANDARD,TYPE 1,Type 1 - New Molecular Entity
239473,NDA020505,JANSSEN PHARMS,TOPIRAMATE,TOPAMAX,ORIG,1,AP,19961224,STANDARD,TYPE 1,Type 1 - New Molecular Entity
239853,NDA020563,LILLY,INSULIN LISPRO RECOMBINANT,HUMALOG PEN,ORIG,1,AP,19960614,STANDARD,TYPE 1,Type 1 - New Molecular Entity
240087,NDA020570,LANTHEUS MEDICAL,SAMARIUM SM-153 LEXIDRONAM PENTASODIUM,QUADRAMET,ORIG,1,AP,19970328,STANDARD,TYPE 1,Type 1 - New Molecular Entity
240109,NDA020579,BOEHRINGER INGELHEIM,TAMSULOSIN HYDROCHLORIDE,FLOMAX,ORIG,1,AP,19970415,STANDARD,TYPE 1,Type 1 - New Molecular Entity
240273,NDA020628,HOFFMANN LA ROCHE,SAQUINAVIR MESYLATE,INVIRASE,ORIG,1,AP,19951206,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
240287,NDA020629,MYLAN,PENCICLOVIR,DENAVIR,ORIG,1,AP,19960924,STANDARD,TYPE 1,Type 1 - New Molecular Entity
240324,NDA020667,BOEHRINGER INGELHEIM,PRAMIPEXOLE DIHYDROCHLORIDE,MIRAPEX,ORIG,1,AP,19970701,STANDARD,TYPE 1,Type 1 - New Molecular Entity
240533,NDA020697,VALEANT PHARMS LLC,TOLCAPONE,TASMAR,ORIG,1,AP,19980129,STANDARD,TYPE 1,Type 1 - New Molecular Entity
240572,NDA020706,NOVARTIS PHARMS CORP,EMEDASTINE DIFUMARATE,EMADINE,ORIG,1,AP,19971229,STANDARD,TYPE 1,Type 1 - New Molecular Entity
240853,NDA020740,BAYER PHARMS,CERIVASTATIN SODIUM,BAYCOL,ORIG,1,AP,19970626,STANDARD,TYPE 1,Type 1 - New Molecular Entity
240948,NDA020796,ORION PHARMA,ENTACAPONE,COMTAN,ORIG,1,AP,19991019,STANDARD,TYPE 1,Type 1 - New Molecular Entity
241101,NDA020912,MEDICURE,TIROFIBAN HYDROCHLORIDE,AGGRASTAT,ORIG,1,AP,19980514,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
241240,NDA020977,VIIV HLTHCARE,ABACAVIR SULFATE,ZIAGEN,ORIG,1,AP,19981217,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
241309,NDA020986,NOVO NORDISK INC,INSULIN ASPART RECOMBINANT,NOVOLOG PENFILL,ORIG,1,AP,20000607,STANDARD,TYPE 1,Type 1 - New Molecular Entity
241528,NDA021007,GLAXOSMITHKLINE,AMPRENAVIR,AGENERASE,ORIG,1,AP,19990415,,TYPE 1,Type 1 - New Molecular Entity
241564,NDA021057,ORGANON USA INC,GANIRELIX ACETATE,GANIRELIX ACETATE,ORIG,1,AP,19990729,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
241576,NDA021085,BAYER HLTHCARE,MOXIFLOXACIN HYDROCHLORIDE,AVELOX,ORIG,1,AP,19991210,STANDARD,TYPE 1,Type 1 - New Molecular Entity
241855,NDA021130,PHARMACIA AND UPJOHN,LINEZOLID,ZYVOX,ORIG,1,AP,20000418,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
241917,NDA009987,PHARMACIA AND UPJOHN,PREDNISOLONE,DELTA-CORTEF,ORIG,1,AP,19550621,STANDARD,TYPE 1,Type 1 - New Molecular Entity
242336,NDA021232,SWEDISH ORPHAN,NITISINONE,ORFADIN,ORIG,1,AP,20020118,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
